Time (s),Speed (km/h),Torque (Nm),RPM,Gear,Drag (N),Coolant (C),Oil (C),RPM/s,Acceleration (m/s2)
50.6,305.849,749.7,5975,7,4105.89,88.4041,103.438,8.05845,0.114583
50.7,305.89,749.646,5975.8,7,4107,88.4026,103.438,8.01471,0.113961
50.8,305.931,749.592,5976.59,7,4108.1,88.4012,103.437,7.9712,0.113342
50.9,305.971,749.538,5977.39,7,4109.2,88.3997,103.437,7.92792,0.112582
51,306.012,749.484,5978.18,7,4110.29,88.3983,103.436,7.88488,0.112115
51.1,306.052,749.431,5978.96,7,4111.37,88.3968,103.436,7.84206,0.111506
51.2,306.092,749.378,5979.74,7,4112.45,88.3954,103.435,7.79947,0.1109
51.3,306.131,749.325,5980.52,7,4113.52,88.3939,103.434,7.75711,0.110298
51.4,306.171,749.273,5981.29,7,4114.59,88.3925,103.434,7.71498,0.109699
51.5,306.21,749.22,5982.05,7,4115.65,88.391,103.433,7.67307,0.109103
51.6,306.249,749.168,5982.82,7,4116.71,88.3896,103.432,7.63138,0.10851
51.7,306.288,749.117,5983.58,7,4117.76,88.3881,103.432,7.58991,0.10792
51.8,306.327,749.066,5984.33,7,4118.8,88.3867,103.431,7.54867,0.107334
51.9,306.365,749.014,5985.08,7,4119.84,88.3852,103.43,7.50765,0.106614
52,306.403,748.964,5985.83,7,4120.88,88.3838,103.43,7.46684,0.106171
52.1,306.441,748.913,5986.57,7,4121.91,88.3823,103.429,7.42626,0.105593
52.2,306.479,748.863,5987.31,7,4122.93,88.3809,103.428,7.38589,0.105019
52.3,306.517,748.813,5988.04,7,4123.95,88.3794,103.427,7.34574,0.104449
52.4,306.554,748.763,5988.77,7,4124.96,88.378,103.427,7.3058,0.103881
52.5,306.591,748.714,5989.5,7,4125.96,88.3765,103.426,7.26607,0.103316
52.6,306.628,748.665,5990.22,7,4126.97,88.3751,103.425,7.22656,0.102754
52.7,306.665,748.616,5990.94,7,4127.96,88.3736,103.424,7.18726,0.102195
52.8,306.702,748.567,5991.66,7,4128.95,88.3722,103.424,7.14816,0.101639
52.9,306.738,748.519,5992.37,7,4129.94,88.3708,103.423,7.10928,0.100957
53,306.774,748.471,5993.08,7,4130.92,88.3693,103.422,7.07061,0.100536
53.1,306.81,748.423,5993.78,7,4131.89,88.3679,103.421,7.03214,0.0999895
53.2,306.846,748.375,5994.48,7,4132.86,88.3664,103.42,6.99388,0.0994454
53.3,306.882,748.328,5995.17,7,4133.83,88.365,103.42,6.95582,0.0989043
53.4,306.917,748.281,5995.87,7,4134.79,88.3635,103.419,6.91797,0.0983661
53.5,306.952,748.234,5996.55,7,4135.74,88.3621,103.418,6.88031,0.0978307
53.6,306.987,748.188,5997.24,7,4136.69,88.3607,103.417,6.84287,0.0972982
53.7,307.022,748.142,5997.92,7,4137.63,88.3592,103.416,6.80562,0.0967686
53.8,307.057,748.096,5998.6,7,4138.57,88.3578,103.415,6.76857,0.0962418
53.9,307.091,748.05,5999.27,7,4139.51,88.3563,103.414,6.73172,0.095595
54,307.126,748.004,5999.94,7,4140.44,88.3549,103.414,6.69506,0.0951966
54.1,307.16,747.959,6000.6,7,4141.36,88.3534,103.413,6.65861,0.0946783
54.2,307.194,747.914,6001.27,7,4142.28,88.352,103.412,6.62235,0.0941627
54.3,307.227,747.869,6001.92,7,4143.19,88.3506,103.411,6.58628,0.0936498
54.4,307.261,747.825,6002.58,7,4144.1,88.3491,103.41,6.55041,0.0931398
54.5,307.294,747.78,6003.23,7,4145.01,88.3477,103.409,6.51472,0.0926324
54.6,307.327,747.736,6003.88,7,4145.91,88.3462,103.408,6.47923,0.0921278
54.7,307.36,747.692,6004.52,7,4146.8,88.3448,103.407,6.44394,0.0916259
54.8,307.393,747.649,6005.16,7,4147.69,88.3434,103.406,6.40883,0.0911266
54.9,307.426,747.605,6005.8,7,4148.58,88.3419,103.405,6.3739,0.0905138
55,307.458,747.562,6006.44,7,4149.46,88.3405,103.404,6.33917,0.0901362
55.1,307.491,747.52,6007.07,7,4150.33,88.3391,103.403,6.30462,0.089645
55.2,307.523,747.477,6007.69,7,4151.21,88.3376,103.402,6.27026,0.0891564
55.3,307.555,747.434,6008.32,7,4152.07,88.3362,103.401,6.23608,0.0886704
55.4,307.586,747.392,6008.94,7,4152.93,88.3347,103.4,6.20209,0.0881871
55.5,307.618,747.35,6009.55,7,4153.79,88.3333,103.399,6.16828,0.0877063
55.6,307.649,747.309,6010.17,7,4154.65,88.3319,103.398,6.13465,0.0872281
55.7,307.681,747.267,6010.78,7,4155.49,88.3304,103.397,6.1012,0.0867525
55.8,307.712,747.226,6011.38,7,4156.34,88.329,103.396,6.06793,0.0862795
55.9,307.743,747.185,6011.99,7,4157.18,88.3276,103.395,6.03484,0.0856989
56,307.773,747.144,6012.59,7,4158.01,88.3261,103.394,6.00193,0.085341
56.1,307.804,747.103,6013.18,7,4158.84,88.3247,103.393,5.96919,0.0848755
56.2,307.834,747.063,6013.78,7,4159.67,88.3233,103.392,5.93663,0.0844126
56.3,307.864,747.023,6014.37,7,4160.49,88.3218,103.391,5.90425,0.0839521
56.4,307.894,746.983,6014.96,7,4161.31,88.3204,103.39,5.87204,0.0834941
56.5,307.924,746.943,6015.54,7,4162.12,88.319,103.389,5.84,0.0830386
56.6,307.954,746.904,6016.12,7,4162.93,88.3176,103.388,5.80814,0.0825855
56.7,307.984,746.865,6016.7,7,4163.73,88.3161,103.387,5.77645,0.0821349
56.8,308.013,746.825,6017.27,7,4164.53,88.3147,103.386,5.74493,0.0816867
56.9,308.042,746.787,6017.84,7,4165.33,88.3133,103.385,5.71357,0.0811366
57,308.071,746.748,6018.41,7,4166.12,88.3118,103.383,5.68239,0.0807975
57.1,308.1,746.71,6018.98,7,4166.9,88.3104,103.382,5.65137,0.0803565
57.2,308.129,746.671,6019.54,7,4167.69,88.309,103.381,5.62053,0.0799179
57.3,308.158,746.633,6020.1,7,4168.46,88.3075,103.38,5.58984,0.0794816
57.4,308.186,746.595,6020.65,7,4169.24,88.3061,103.379,5.55933,0.0790477
57.5,308.214,746.558,6021.21,7,4170.01,88.3047,103.378,5.52897,0.0786161
57.6,308.243,746.52,6021.76,7,4170.77,88.3033,103.377,5.49879,0.0781869
57.7,308.271,746.483,6022.3,7,4171.54,88.3018,103.376,5.46876,0.0777599
57.8,308.298,746.446,6022.85,7,4172.29,88.3004,103.375,5.4389,0.0773353
57.9,308.326,746.41,6023.39,7,4173.05,88.299,103.373,5.40919,0.0768142
58,308.354,746.373,6023.93,7,4173.8,88.2976,103.372,5.37965,0.0764929
58.1,308.381,746.337,6024.46,7,4174.54,88.2961,103.371,5.35027,0.0760751
58.2,308.408,746.3,6024.99,7,4175.28,88.2947,103.37,5.32104,0.0756595
58.3,308.435,746.264,6025.52,7,4176.02,88.2933,103.369,5.29197,0.0752462
58.4,308.462,746.229,6026.05,7,4176.76,88.2919,103.368,5.26306,0.0748351
58.5,308.489,746.193,6026.57,7,4177.49,88.2904,103.367,5.23431,0.0744263
58.6,308.516,746.158,6027.09,7,4178.21,88.289,103.365,5.20571,0.0740196
58.7,308.542,746.122,6027.61,7,4178.93,88.2876,103.364,5.17726,0.0736152
58.8,308.569,746.087,6028.13,7,4179.65,88.2862,103.363,5.14897,0.0732129
58.9,308.595,746.053,6028.64,7,4180.36,88.2848,103.362,5.12083,0.0727193
59,308.621,746.018,6029.15,7,4181.08,88.2833,103.361,5.09285,0.0724148
59.1,308.647,745.984,6029.65,7,4181.78,88.2819,103.359,5.06501,0.072019
59.2,308.673,745.949,6030.16,7,4182.48,88.2805,103.358,5.03733,0.0716254
59.3,308.698,745.915,6030.66,7,4183.18,88.2791,103.357,5.00979,0.0712339
59.4,308.724,745.881,6031.16,7,4183.88,88.2777,103.356,4.9824,0.0708444
59.5,308.749,745.848,6031.65,7,4184.57,88.2762,103.355,4.95516,0.0704571
59.6,308.774,745.814,6032.15,7,4185.26,88.2748,103.354,4.92807,0.0700719
59.7,308.799,745.781,6032.64,7,4185.94,88.2734,103.352,4.90113,0.0696888
59.8,308.824,745.748,6033.12,7,4186.62,88.272,103.351,4.87433,0.0693077
59.9,308.849,745.715,6033.61,7,4187.3,88.2706,103.35,4.84767,0.0688403
60,308.874,745.682,6034.09,7,4187.97,88.2692,103.349,4.82116,0.0685518
60.1,308.898,745.649,6034.57,7,4188.64,88.2677,103.347,4.79479,0.0681769
60.2,308.923,745.617,6035.05,7,4189.31,88.2663,103.346,4.76857,0.067804
60.3,308.947,745.585,6035.52,7,4189.97,88.2649,103.345,4.74249,0.0674331
60.4,308.971,745.553,6035.99,7,4190.63,88.2635,103.344,4.71655,0.0670642
60.5,308.995,745.521,6036.46,7,4191.28,88.2621,103.343,4.69074,0.0666974
60.6,309.019,745.489,6036.93,7,4191.93,88.2607,103.341,4.66508,0.0663325
60.7,309.043,745.457,6037.39,7,4192.58,88.2592,103.34,4.63956,0.0659696
60.8,309.067,745.426,6037.85,7,4193.23,88.2578,103.339,4.61417,0.0656086
60.9,309.09,745.395,6038.31,7,4193.87,88.2564,103.338,4.58893,0.0651659
61,309.113,745.364,6038.77,7,4194.5,88.255,103.336,4.56382,0.0648926
61.1,309.137,745.333,6039.22,7,4195.14,88.2536,103.335,4.53884,0.0645375
61.2,309.16,745.302,6039.67,7,4195.77,88.2522,103.334,4.514,0.0641843
61.3,309.183,745.272,6040.12,7,4196.4,88.2508,103.333,4.4893,0.063833
61.4,309.206,745.241,6040.57,7,4197.02,88.2494,103.331,4.46473,0.0634836
61.5,309.228,745.211,6041.01,7,4197.64,88.2479,103.33,4.44029,0.0631362
61.6,309.251,745.181,6041.45,7,4198.26,88.2465,103.329,4.41598,0.0627906
61.7,309.273,745.151,6041.89,7,4198.87,88.2451,103.328,4.39181,0.0624468
61.8,309.296,745.122,6042.33,7,4199.48,88.2437,103.326,4.36777,0.062105
61.9,309.318,745.092,6042.77,7,4200.09,88.2423,103.325,4.34385,0.0616857
62,309.34,745.063,6043.2,7,4200.69,88.2409,103.324,4.32007,0.0614268
62.1,309.362,745.033,6043.63,7,4201.29,88.2395,103.323,4.29642,0.0610904
62.2,309.384,745.004,6044.05,7,4201.89,88.2381,103.321,4.27289,0.0607559
62.3,309.406,744.975,6044.48,7,4202.48,88.2367,103.32,4.24949,0.0604232
62.4,309.427,744.947,6044.9,7,4203.08,88.2353,103.319,4.22622,0.0600923
62.5,309.449,744.918,6045.32,7,4203.66,88.2339,103.318,4.20308,0.0597632
62.6,309.47,744.89,6045.74,7,4204.25,88.2325,103.316,4.18006,0.0594359
62.7,309.492,744.861,6046.16,7,4204.83,88.231,103.315,4.15716,0.0591104
62.8,309.513,744.833,6046.57,7,4205.41,88.2296,103.314,4.13439,0.0587866
62.9,309.534,744.805,6046.98,7,4205.98,88.2282,103.312,4.11174,0.0583895
63,309.555,744.778,6047.39,7,4206.56,88.2268,103.311,4.08922,0.0581443
63.1,309.575,744.75,6047.8,7,4207.12,88.2254,103.31,4.06682,0.0578258
63.2,309.596,744.722,6048.2,7,4207.69,88.224,103.309,4.04454,0.057509
63.3,309.617,744.695,6048.6,7,4208.25,88.2226,103.307,4.02238,0.0571939
63.4,309.637,744.668,6049,7,4208.81,88.2212,103.306,4.00034,0.0568805
63.5,309.658,744.641,6049.4,7,4209.37,88.2198,103.305,3.97842,0.0565688
63.6,309.678,744.614,6049.8,7,4209.92,88.2184,103.303,3.95662,0.0562589
63.7,309.698,744.587,6050.19,7,4210.47,88.217,103.302,3.93493,0.0559506
63.8,309.718,744.561,6050.58,7,4211.02,88.2156,103.301,3.91337,0.0556439
63.9,309.738,744.534,6050.97,7,4211.57,88.2142,103.3,3.89192,0.055268
64,309.758,744.508,6051.36,7,4212.11,88.2128,103.298,3.87059,0.0550357
64.1,309.777,744.482,6051.74,7,4212.65,88.2114,103.297,3.84938,0.054734
64.2,309.797,744.456,6052.12,7,4213.18,88.21,103.296,3.82828,0.054434
64.3,309.817,744.43,6052.51,7,4213.72,88.2086,103.294,3.80729,0.0541356
64.4,309.836,744.404,6052.88,7,4214.25,88.2072,103.293,3.78642,0.0538388
64.5,309.855,744.378,6053.26,7,4214.77,88.2058,103.292,3.76566,0.0535437
64.6,309.874,744.353,6053.64,7,4215.3,88.2044,103.29,3.74502,0.0532501
64.7,309.893,744.327,6054.01,7,4215.82,88.203,103.289,3.72449,0.0529582
64.8,309.912,744.302,6054.38,7,4216.34,88.2016,103.288,3.70406,0.0526678
64.9,309.931,744.277,6054.75,7,4216.85,88.2002,103.286,3.68375,0.0523118
65,309.95,744.252,6055.11,7,4217.37,88.1988,103.285,3.66355,0.0520918
65.1,309.969,744.228,6055.48,7,4217.88,88.1974,103.284,3.64346,0.0518062
65.2,309.987,744.203,6055.84,7,4218.39,88.196,103.282,3.62348,0.0515221
65.3,310.006,744.178,6056.2,7,4218.89,88.1946,103.281,3.60361,0.0512395
65.4,310.024,744.154,6056.56,7,4219.39,88.1932,103.28,3.58385,0.0509585
65.5,310.042,744.13,6056.91,7,4219.89,88.1918,103.279,3.56419,0.050679
65.6,310.06,744.106,6057.27,7,4220.39,88.1905,103.277,3.54464,0.050401
65.7,310.078,744.082,6057.62,7,4220.88,88.1891,103.276,3.5252,0.0501246
65.8,310.096,744.058,6057.97,7,4221.37,88.1877,103.275,3.50586,0.0498496
65.9,310.114,744.034,6058.32,7,4221.86,88.1863,103.273,3.48663,0.0495125
66,310.132,744.011,6058.67,7,4222.35,88.1849,103.272,3.4675,0.0493042
66.1,310.15,743.987,6059.01,7,4222.83,88.1835,103.271,3.44848,0.0490337
66.2,310.167,743.964,6059.36,7,4223.31,88.1821,103.269,3.42956,0.0487647
66.3,310.185,743.941,6059.7,7,4223.79,88.1807,103.268,3.41074,0.0484971
66.4,310.202,743.918,6060.04,7,4224.27,88.1793,103.267,3.39203,0.048231
66.5,310.219,743.895,6060.37,7,4224.74,88.1779,103.265,3.37342,0.0479664
66.6,310.236,743.872,6060.71,7,4225.21,88.1765,103.264,3.35491,0.0477032
66.7,310.254,743.849,6061.04,7,4225.68,88.1751,103.263,3.33649,0.0474414
66.8,310.271,743.827,6061.37,7,4226.14,88.1738,103.261,3.31818,0.047181
66.9,310.287,743.804,6061.7,7,4226.61,88.1724,103.26,3.29997,0.0468619
67,310.304,743.782,6062.03,7,4227.07,88.171,103.259,3.28186,0.0466646
67.1,310.321,743.76,6062.36,7,4227.52,88.1696,103.257,3.26385,0.0464085
67.2,310.338,743.738,6062.68,7,4227.98,88.1682,103.256,3.24594,0.0461537
67.3,310.354,743.716,6063.01,7,4228.43,88.1668,103.255,3.22812,0.0459004
67.4,310.37,743.694,6063.33,7,4228.88,88.1654,103.253,3.2104,0.0456484
67.5,310.387,743.672,6063.65,7,4229.33,88.164,103.252,3.19278,0.0453979
67.6,310.403,743.65,6063.96,7,4229.77,88.1627,103.251,3.17525,0.0451486
67.7,310.419,743.629,6064.28,7,4230.22,88.1613,103.249,3.15782,0.0449008
67.8,310.435,743.608,6064.59,7,4230.66,88.1599,103.248,3.14048,0.0446543
67.9,310.451,743.586,6064.91,7,4231.1,88.1585,103.247,3.12324,0.0443521
68,310.467,743.565,6065.22,7,4231.53,88.1571,103.245,3.10609,0.0441653
68.1,310.483,743.544,6065.53,7,4231.97,88.1557,103.244,3.08904,0.0439228
68.2,310.499,743.523,6065.83,7,4232.4,88.1543,103.243,3.07207,0.0436816
68.3,310.514,743.503,6066.14,7,4232.83,88.153,103.241,3.0552,0.0434417
68.4,310.53,743.482,6066.44,7,4233.25,88.1516,103.24,3.03843,0.0432032
68.5,310.545,743.461,6066.74,7,4233.68,88.1502,103.239,3.02174,0.0429659
68.6,310.561,743.441,6067.04,7,4234.1,88.1488,103.237,3.00515,0.04273
68.7,310.576,743.421,6067.34,7,4234.52,88.1474,103.236,2.98864,0.0424953
68.8,310.591,743.4,6067.64,7,4234.93,88.1461,103.234,2.97223,0.0422619
68.9,310.606,743.38,6067.94,7,4235.35,88.1447,103.233,2.9559,0.0419759
69,310.621,743.36,6068.23,7,4235.76,88.1433,103.232,2.93967,0.0417989
69.1,310.636,743.34,6068.52,7,4236.17,88.1419,103.23,2.92352,0.0415693
69.2,310.651,743.321,6068.81,7,4236.58,88.1405,103.229,2.90746,0.041341
69.3,310.666,743.301,6069.1,7,4236.99,88.1392,103.228,2.89149,0.0411139
69.4,310.681,743.281,6069.39,7,4237.39,88.1378,103.226,2.87561,0.0408881
69.5,310.695,743.262,6069.68,7,4237.79,88.1364,103.225,2.85981,0.0406634
69.6,310.71,743.243,6069.96,7,4238.19,88.135,103.224,2.8441,0.04044
69.7,310.725,743.223,6070.24,7,4238.59,88.1336,103.222,2.82847,0.0402179
69.8,310.739,743.204,6070.52,7,4238.98,88.1323,103.221,2.81293,0.0399969
69.9,310.753,743.185,6070.8,7,4239.38,88.1309,103.22,2.79748,0.0397261
70,310.767,743.166,6071.08,7,4239.77,88.1295,103.218,2.78211,0.0395586
70.1,310.782,743.148,6071.36,7,4240.16,88.1281,103.217,2.76682,0.0393412
70.2,310.796,743.129,6071.63,7,4240.54,88.1268,103.216,2.75161,0.039125
70.3,310.81,743.11,6071.91,7,4240.93,88.1254,103.214,2.73649,0.03891
70.4,310.824,743.092,6072.18,7,4241.31,88.124,103.213,2.72146,0.0386962
70.5,310.838,743.073,6072.45,7,4241.69,88.1226,103.212,2.7065,0.0384835
70.6,310.851,743.055,6072.72,7,4242.07,88.1213,103.21,2.69163,0.038272
70.7,310.865,743.037,6072.99,7,4242.44,88.1199,103.209,2.67683,0.0380617
70.8,310.879,743.019,6073.25,7,4242.82,88.1185,103.207,2.66212,0.0378525
70.9,310.892,743.001,6073.52,7,4243.19,88.1171,103.206,2.64749,0.0375961
71,310.906,742.983,6073.78,7,4243.56,88.1158,103.205,2.63294,0.0374375
71.1,310.919,742.965,6074.04,7,4243.93,88.1144,103.203,2.61846,0.0372318
71.2,310.932,742.947,6074.3,7,4244.29,88.113,103.202,2.60407,0.0370271
71.3,310.946,742.93,6074.56,7,4244.66,88.1117,103.201,2.58976,0.0368236
71.4,310.959,742.912,6074.82,7,4245.02,88.1103,103.199,2.57552,0.0366211
71.5,310.972,742.895,6075.08,7,4245.38,88.1089,103.198,2.56136,0.0364198
71.6,310.985,742.877,6075.33,7,4245.74,88.1075,103.197,2.54728,0.0362196
71.7,310.998,742.86,6075.59,7,4246.09,88.1062,103.195,2.53328,0.0360205
71.8,311.011,742.843,6075.84,7,4246.45,88.1048,103.194,2.51935,0.0358224
71.9,311.024,742.826,6076.09,7,4246.8,88.1034,103.193,2.5055,0.0355798
72,311.036,742.809,6076.34,7,4247.15,88.1021,103.191,2.49172,0.0354296
72.1,311.049,742.792,6076.58,7,4247.5,88.1007,103.19,2.47802,0.0352348
72.2,311.062,742.775,6076.83,7,4247.84,88.0993,103.188,2.46439,0.035041
72.3,311.074,742.759,6077.08,7,4248.19,88.098,103.187,2.45084,0.0348484
72.4,311.087,742.742,6077.32,7,4248.53,88.0966,103.186,2.43737,0.0346567
72.5,311.099,742.726,6077.56,7,4248.87,88.0952,103.184,2.42396,0.0344662
72.6,311.112,742.709,6077.8,7,4249.21,88.0939,103.183,2.41063,0.0342766
72.7,311.124,742.693,6078.04,7,4249.55,88.0925,103.182,2.39738,0.0340881
72.8,311.136,742.677,6078.28,7,4249.88,88.0911,103.18,2.38419,0.0339006
72.9,311.148,742.661,6078.52,7,4250.22,88.0898,103.179,2.37108,0.0336709
73,311.16,742.645,6078.75,7,4250.55,88.0884,103.178,2.35804,0.0335288
73.1,311.172,742.629,6078.99,7,4250.88,88.087,103.176,2.34507,0.0333443
73.2,311.184,742.613,6079.22,7,4251.21,88.0857,103.175,2.33217,0.0331609
73.3,311.196,742.597,6079.45,7,4251.53,88.0843,103.174,2.31934,0.0329785
73.4,311.208,742.581,6079.68,7,4251.86,88.083,103.172,2.30658,0.0327971
73.5,311.22,742.566,6079.91,7,4252.18,88.0816,103.171,2.29389,0.0326167
73.6,311.231,742.55,6080.14,7,4252.5,88.0802,103.169,2.28128,0.0324373
73.7,311.243,742.535,6080.37,7,4252.82,88.0789,103.168,2.26873,0.0322589
73.8,311.254,742.52,6080.59,7,4253.14,88.0775,103.167,2.25625,0.0320814
73.9,311.266,742.504,6080.82,7,4253.45,88.0761,103.165,2.24383,0.031864
74,311.277,742.489,6081.04,7,4253.77,88.0748,103.164,2.23149,0.0317294
74.1,311.289,742.474,6081.26,7,4254.08,88.0734,103.163,2.21921,0.0315548
74.2,311.3,742.459,6081.48,7,4254.39,88.0721,103.161,2.207,0.0313812
74.3,311.311,742.444,6081.7,7,4254.7,88.0707,103.16,2.19486,0.0312085
74.4,311.322,742.429,6081.92,7,4255.01,88.0693,103.159,2.18278,0.0310368
74.5,311.333,742.414,6082.14,7,4255.31,88.068,103.157,2.17077,0.0308661
74.6,311.345,742.4,6082.36,7,4255.61,88.0666,103.156,2.15883,0.0306962
74.7,311.356,742.385,6082.57,7,4255.92,88.0653,103.155,2.14695,0.0305273
74.8,311.366,742.371,6082.78,7,4256.22,88.0639,103.153,2.13513,0.0303593
74.9,311.377,742.356,6083,7,4256.52,88.0626,103.152,2.12338,0.0301535
75,311.388,742.342,6083.21,7,4256.81,88.0612,103.15,2.1117,0.0300261
75.1,311.399,742.328,6083.42,7,4257.11,88.0598,103.149,2.10008,0.0298609
75.2,311.41,742.313,6083.63,7,4257.4,88.0585,103.148,2.08852,0.0296965
75.3,311.42,742.299,6083.83,7,4257.69,88.0571,103.146,2.07703,0.0295331
